Location,Date,Description,Cost,Category
Foodlion,11/2/2021,tax,$0.32 ,misc
Christina Newman,11/4/2021,haircut + tip,$65.00 ,improvement
Contacts Direct,11/14/2021,contacts (12 pk),$74.99 ,health
Contacts Direct,11/14/2021,contacts (12 pk),$74.99 ,health
Contacts Direct,11/14/2021,discount,($22.50),health
Walmart,11/18/2021,ice cream,$3.98 ,dairy
Walmart,11/18/2021,corn,$0.98 ,canned
Walmart,11/18/2021,corn,$0.98 ,canned
Walmart,11/18/2021,raisins,$2.94 ,produce
Walmart,11/18/2021,salsa,$0.98 ,condiments
Walmart,11/18/2021,muffin mix,$2.38 ,breakfast
Walmart,11/18/2021,bagels everything,$3.48 ,breakfast
Walmart,11/18/2021,bagels plain,$3.48 ,breakfast
Walmart,11/18/2021,bread,$0.98 ,bread
Walmart,11/18/2021,flour tortillas,$2.48 ,bread
Walmart,11/18/2021,croissants,$3.98 ,bread
Walmart,11/18/2021,cream cheese,$2.00 ,dairy
Walmart,11/18/2021,cream cheese,$2.00 ,dairy
Walmart,11/18/2021,great value unsalted butter,$2.96 ,dairy
Walmart,11/18/2021,creamer,$2.88 ,dairy
Walmart,11/18/2021,cooking spray,$1.56 ,condiments
Walmart,11/18/2021,oatmeal cookie mix,$2.13 ,snacks
Walmart,11/18/2021,chopped walnuts,$6.37 ,produce
Walmart,11/18/2021,pecan halves,$16.98 ,produce
Walmart,11/18/2021,oats,$2.34 ,produce
Walmart,11/18/2021,pita bread,$0.96 ,bread
Walmart,11/18/2021,lemon pepper seasoning,$0.98 ,condiments
Walmart,11/18/2021,eggs (36),$1.97 ,produce
Walmart,11/18/2021,honey nut cheerios (mega),$4.98 ,breakfast
Walmart,11/18/2021,dark brownie mix,$1.00 ,snacks
Walmart,11/18/2021,chocolate chips,$1.60 ,snacks
Walmart,11/18/2021,light brown sugar,$1.62 ,condiments
Walmart,11/18/2021,tax,$1.97 ,misc
Noodles and Co,11/19/2021,lunch,$24.00 ,restaurant
Noodles and Co,11/19/2021,tax,$1.44 ,restaurant
Bath and Body Works,11/19/2021,3-wick candle,$16.50 ,entertainment
Bath and Body Works,11/19/2021,tax,$0.99 ,entertainment
Yankee Candle,11/19/2021,gift candle Cindy,$13.20 ,entertainment
Yankee Candle,11/19/2021,small candle,$1.20 ,entertainment
Yankee Candle,11/19/2021,small candle,$1.20 ,entertainment
Yankee Candle,11/19/2021,gift candle accessory Cindy,$18.60 ,entertainment
Yankee Candle,11/19/2021,tax,$2.05 ,entertainment
Francesca's,11/19/2021,gift socks Brooke,$4.80 ,entertainment
Francesca's,11/19/2021,gift socks Lisa,$14.00 ,entertainment
Francesca's,11/19/2021,tax,$1.13 ,entertainment
American Eagle,11/19/2021,gift sweater Lisa,$34.96 ,entertainment
American Eagle,11/19/2021,tax,$2.10 ,entertainment
Barnes and Noble,11/19/2021,birthday card,$4.99 ,entertainment
Barnes and Noble,11/19/2021,gift cats calendar Cindy,$14.99 ,entertainment
Barnes and Noble,11/19/2021,gift peanuts calendar Lisa,$14.99 ,entertainment
Barnes and Noble,11/19/2021,tax,$2.10 ,entertainment
Aldi,11/19/2021,crackers assortment,$2.95 ,snacks
Aldi,11/19/2021,raspberries,$2.39 ,produce
Aldi,11/19/2021,blueberries,$2.99 ,produce
Aldi,11/19/2021,arugula and spinach mix,$2.89 ,produce
Aldi,11/19/2021,honey goat cheese,$1.99 ,dairy
Aldi,11/19/2021,cabot habanero cheddar,$3.49 ,dairy
Aldi,11/19/2021,french baguette,$1.69 ,bread
Aldi,11/19/2021,tax,$0.46 ,misc
Sassy Bee,11/20/2021,gift golf balls Eric,$9.71 ,entertainment
Sassy Bee,11/20/2021,gift beanie Eric,$14.21 ,entertainment
Sassy Bee,11/20/2021,tax,$1.44 ,misc
Sassy Bee,11/27/2021,light up cups (2),$13.90 ,entertainment
Sassy Bee,11/27/2021,tax,$0.83 ,misc
Verizon,12/1/2021,phone bill,$30.00 ,utilities
El Jinete,12/3/2021,dinner with Zach's fam,$67.59 ,restaurant
El Jinete,12/3/2021,tip,$14.00 ,restaurant
Fandango,12/4/2021,movie ticket,$15.14 ,entertainment
Loft,12/5/2021,tights,$8.25 ,clothes
Loft,12/5/2021,top,$17.25 ,clothes
Loft,12/5/2021,pajama shorts,$19.99 ,clothes
Loft,12/5/2021,pajama tank top,$19.99 ,clothes
Loft,12/5/2021,gift sweatshirt Lisa,$39.75 ,entertainment
Loft,12/5/2021,gift pajama shorts Lisa,$19.99 ,entertainment
Loft,12/5/2021,pajama shorts,$19.99 ,entertainment
Loft,12/5/2021,tax,$8.71 ,misc
Walmart,12/8/2021,bagels,$2.50 ,breakfast
Walmart,12/8/2021,pasta,$0.78 ,pasta
Walmart,12/8/2021,tortillas,$2.49 ,bread
Walmart,12/8/2021,tortillas,$2.49 ,bread
Walmart,12/8/2021,marinara sauce,$2.00 ,condiments
Walmart,12/8/2021,bagels,$3.48 ,breakfast
Walmart,12/8/2021,oats,$1.76 ,breakfast
Walmart,12/8/2021,pasta,$0.78 ,pasta
Walmart,12/8/2021,raisin bran,$4.67 ,breakfast
Walmart,12/8/2021,cheddar,$3.12 ,dairy
Walmart,12/8/2021,cheddar,$9.64 ,dairy
Walmart,12/8/2021,shampoo,$3.94 ,hygiene
Walmart,12/8/2021,tortilla chips,$3.33 ,snacks
Walmart,12/8/2021,almond milk,$2.74 ,dairy
Walmart,12/8/2021,soy milk,$2.26 ,dairy
Walmart,12/8/2021,cream cheese,$1.96 ,dairy
Walmart,12/8/2021,bread,$2.98 ,bread
Walmart,12/8/2021,tortillas,$2.48 ,bread
Walmart,12/8/2021,bagels,$3.48 ,breakfast
Walmart,12/8/2021,salsa,$0.98 ,condiments
Walmart,12/8/2021,tax,$1.57 ,misc
Sheetz,12/8/2021,gas,$35.33 ,transportation
Aldi,12/9/2021,wine,$2.95 ,alcohol
Aldi,12/9/2021,bubbly,$4.99 ,alcohol
Aldi,12/9/2021,tax,$0.48 ,misc
Walmart,12/10/2021,bread,$0.88 ,bread
Walmart,12/10/2021,bread,$0.88 ,bread
Walmart,12/10/2021,potatoes,$2.97 ,produce
Walmart,12/10/2021,gift ramen Eric,$2.84 ,entertainment
Walmart,12/10/2021,ramen,$2.84 ,snacks
Walmart,12/10/2021,garlic powder,$0.98 ,condiments
Walmart,12/10/2021,onion powder,$0.98 ,condiments
Walmart,12/10/2021,ramen,$2.84 ,snacks
Walmart,12/10/2021,mushrooms,$1.98 ,produce
Walmart,12/10/2021,pepperoni,$7.68 ,meat
Walmart,12/10/2021,turkey bacon,$2.48 ,meat
Walmart,12/10/2021,sour cream,$2.88 ,dairy
Walmart,12/10/2021,mozzarella,$15.97 ,dairy
Walmart,12/10/2021,sauce,$1.28 ,condiments
Walmart,12/10/2021,sauce,$1.28 ,condiments
Walmart,12/10/2021,bagels,$1.76 ,breakfast
Walmart,12/10/2021,french bread,$0.70 ,bread
Walmart,12/10/2021,alfredo,$1.50 ,condiments
Walmart,12/10/2021,alfredo,$1.50 ,condiments
Walmart,12/10/2021,christmas tree cakes,$2.00 ,snacks
Walmart,12/10/2021,snack cakes,$2.00 ,snacks
Walmart,12/10/2021,tomatoes,$2.35 ,produce
Walmart,12/10/2021,bell peppers,$1.64 ,produce
Walmart,12/10/2021,miller lite,$15.98 ,alcohol
Walmart,12/10/2021,tax,$0.96 ,misc
Walmart,12/10/2021,tax,$1.56 ,misc
Warby Parker,12/13/2021,glasses,$95.00 ,health
Warby Parker,12/13/2021,blue light filtering,$50.00 ,health
Talbots,12/13/2021,gift sweater Connie,$48.33 ,entertainment
Talbots,12/13/2021,gift sweater Connie,$52.92 ,entertainment
Talbots,12/13/2021,gift socks Connie,$6.75 ,entertainment
Talbots,12/13/2021,tax,$5.72 ,misc
Talbots,12/13/2021,gift merchandise credit Connie,($37.09),entertainment
Pottery Barn,12/13/2021,gift mouse ornament Lisa,$6.50 ,entertainment
Pottery Barn,12/13/2021,gift penguins ornament Lisa,$10.00 ,entertainment
Pottery Barn,12/13/2021,gift sheep ornament Lisa,$6.50 ,entertainment
Pottery Barn,12/13/2021,gift coasters George,$19.00 ,entertainment
Pottery Barn,12/13/2021,tax,$2.52 ,misc
Sassy Bee,12/14/2021,gift golf cup George,$23.96 ,entertainment
Sassy Bee,12/14/2021,tax,$1.44 ,misc
Midlothian Family Practice,12/14/2021,doctor's visit,$25.00 ,health
Walmart,12/14/2021,oven mitt glove Cindy,$12.48 ,entertainment
Walmart,12/14/2021,tax,$0.75 ,misc
Noodles and Co,12/16/2021,dinner,$6.15 ,restaurant
Sheetz,12/17/2021,gas,$32.69 ,transportation
The Sassy Bee,12/22/2021,gifts (sterling/kimberly/babyG),$12.71 ,entertainment
The Sassy Bee,12/22/2021,gifts (sterling/kimberly/babyG),$6.71 ,entertainment
The Sassy Bee,12/22/2021,tax,$1.17 ,entertainment
Aldi,12/23/2021,wine,$8.99 ,alcohol
Aldi,12/23/2021,wine,$9.99 ,alcohol
Aldi,12/23/2021,turkey bacon,$2.25 ,meat
Aldi,12/23/2021,turkey bacon,$2.25 ,meat
Aldi,12/23/2021,blueberries,$2.39 ,produce
Aldi,12/23/2021,hawaiian sweet rolls,$1.35 ,bread
Aldi,12/23/2021,hawaiian sweet rolls,$1.35 ,bread
Aldi,12/23/2021,cucumber,$1.39 ,produce
Aldi,12/23/2021,cucumber,$1.39 ,produce
Aldi,12/23/2021,green bell peppers,$2.19 ,produce
Aldi,12/23/2021,raspberries,$2.19 ,produce
Aldi,12/23/2021,broccoli,$2.89 ,produce
Aldi,12/23/2021,broccoli,$2.89 ,produce
Aldi,12/23/2021,cherry tomatoes,$1.39 ,produce
Aldi,12/23/2021,tax,$1.14 ,misc
Aldi,12/23/2021,tax,$0.60 ,misc
ABC Store,12/22/2021,tequila gift,$18.99 ,entertainment
ABC Store,12/22/2021,tax,$1.01 ,misc
ABC Store,12/22/2021,tax,$0.13 ,misc
Loft,12/30/2021,return shorts,($19.99),entertainment
Loft,12/30/2021,tax,($1.20),misc
Aldi,12/30/2021,brut,$4.99 ,alcohol
Aldi,12/30/2021,bagels,$1.39 ,breakfast
Aldi,12/30/2021,bagels,$1.39 ,breakfast
Aldi,12/30/2021,bread,$0.89 ,bread
Aldi,12/30/2021,goat cheese,$1.69 ,dairy
Aldi,12/30/2021,cheddar,$4.29 ,dairy
Aldi,12/30/2021,cream cheese,$0.99 ,dairy
Aldi,12/30/2021,marinara sauce,$0.87 ,condiments
Aldi,12/30/2021,salsa,$0.97 ,condiments
Aldi,12/30/2021,alfredo,$1.69 ,condiments
Aldi,12/30/2021,rotini,$0.77 ,pasta
Aldi,12/30/2021,parmesan,$2.19 ,dairy
Aldi,12/30/2021,granola,$1.99 ,breakfast
Aldi,12/30/2021,coffee,$3.85 ,breakfast
Aldi,12/30/2021,cheerios,$3.49 ,breakfast
Aldi,12/30/2021,tax,$0.30 ,misc
Aldi,12/30/2021,tax,$0.66 ,misc
Sheetz,12/30/2021,gas,$42.25 ,transportation
Curiosity Stream,12/31/2021,subscription,$19.99 ,entertainment
Expedia,1/6/2022,round trip flight for 2,$748.40 ,entertainment
Miles Eraser,1/6/2022,used Spark card from Mom,($748.40),entertainment
Expedia,1/6/2022,Cobblestone Hotel and Suites Janesville,$345.79 ,entertainment
Texas Roadhouse,1/7/2022,birthday dinner for Mom,$91.59 ,restaurant
Texas Roadhouse,1/7/2022,tip,$20.00 ,restaurant
Budget,1/7/2022,rental car,$241.48 ,entertainment
CVS,1/9/2022,peanut m&ms for Dad,$5.49 ,entertainment
CVS,1/9/2022,tax,$0.14 ,misc
Lou Malnati's,1/10/2022,lunch/dinner,$46.50 ,restaurant
Lou Malnati's,1/10/2022,tax,$5.58 ,misc
Lou Malnati's,1/10/2022,tip,$11.00 ,restaurant
Walgreens,1/10/2022,Wal-itin,$7.99 ,health
Walgreens,1/10/2022,Wal-dryl,$4.49 ,health
Walgreens,1/10/2022,lotion,$3.59 ,hygiene
Walgreens,1/10/2022,tax,$0.88 ,misc
Bodacious Brew,1/11/2022,breakfast,$24.00 ,restaurant
Bodacious Brew,1/11/2022,tax,$1.32 ,misc
Lark,1/11/2022,dinner,$58.02 ,restaurant
Lark,1/11/2022,tip,$12.00 ,restaurant
29 South Cafe,1/12/2022,breakfast + tip (cash),$20.00 ,restaurant
CVS,1/12/2022,water,$2.69 ,grocery
CVS,1/12/2022,gatorade,$2.89 ,grocery
CVS,1/12/2022,tax,$0.16 ,misc
Aldi,1/12/2022,water,$0.95 ,grocery
So Chopped,1/12/2022,lunch,$20.50 ,restaurant
So Chopped,1/12/2022,tax,$1.13 ,misc
The Glade,1/12/2022,application fee,$25.75 ,rent
The Glade,1/12/2022,application fee,$25.75 ,rent
Drafthouse,1/12/2022,dinner,$70.00 ,restaurant
Drafthouse,1/12/2022,tax,$3.85 ,misc
Drafthouse,1/12/2022,tip,$18.46 ,restaurant
Budget,1/13/2022,rental car insurance,$98.67 ,entertainment
Citrus Cafe,1/13/2022,breakfast + tip (cash),$35.00 ,restaurant
Dunkin,1/13/2022,muffin,$2.09 ,restaurant
Dunkin,1/13/2022,tax,$0.16 ,misc
Stop N Go,1/13/2022,gas,$18.51 ,entertainment
Shell,1/13/2022,gas,$8.00 ,entertainment
RIC Parking,1/13/2022,parking for 4 days,$48.00 ,entertainment
Walmart,1/13/2022,buns,$2.94 ,bread
Walmart,1/13/2022,tomatoes,$1.98 ,produce
Walmart,1/13/2022,gouda,$1.84 ,dairy
Walmart,1/13/2022,greens,$1.96 ,produce
Walmart,1/13/2022,mushrooms,$2.40 ,produce
Walmart,1/13/2022,coffee creamer,$2.28 ,breakfast
Walmart,1/13/2022,tax,$0.34 ,misc
Expedia,1/19/2022,Hilton Garden Inn Lexington Georgetown,$94.60 ,entertainment
AutoZone,1/22/2022,oil filter,$5.99 ,transportation
AutoZone,1/22/2022,oil,$21.99 ,transportation
AutoZone,1/22/2022,discount,($4.99),transportation
AutoZone,1/22/2022,tax,$1.38 ,misc
Walmart,1/22/2022,cheerios,$3.98 ,breakfast
Walmart,1/22/2022,popcorn,$6.98 ,snacks
Walmart,1/22/2022,pancake mix,$1.68 ,breakfast
Walmart,1/22/2022,penne,$0.78 ,pasta
Walmart,1/22/2022,pasta,$0.78 ,pasta
Walmart,1/22/2022,almonds,$11.98 ,produce
Walmart,1/22/2022,pecans,$16.98 ,produce
Walmart,1/22/2022,walnuts,$12.38 ,produce
Walmart,1/22/2022,prunes,$2.82 ,produce
Walmart,1/22/2022,raisins,$2.94 ,produce
Walmart,1/22/2022,sauce,$2.94 ,condiments
Walmart,1/22/2022,salsa,$1.56 ,condiments
Walmart,1/22/2022,alfredo,$2.16 ,condiments
Walmart,1/22/2022,corn,$0.98 ,canned
Walmart,1/22/2022,sauce,$2.10 ,condiments
Walmart,1/22/2022,sauce,$1.28 ,condiments
Walmart,1/22/2022,raisin bran,$4.98 ,breakfast
Walmart,1/22/2022,tortillas,$2.48 ,bread
Walmart,1/22/2022,tortillas,$2.98 ,bread
Walmart,1/22/2022,toothpaste,$6.97 ,hygiene
Walmart,1/22/2022,lotion,$11.67 ,hygiene
Walmart,1/22/2022,conditioner,$3.98 ,hygiene
Walmart,1/22/2022,loofah,$3.00 ,hygiene
Walmart,1/22/2022,scrubbing bubbles,$3.97 ,supplies
Walmart,1/22/2022,scrubbing bubbles,$3.97 ,supplies
Walmart,1/22/2022,scrubbing bubbles,$3.97 ,supplies
Walmart,1/22/2022,scrubbing bubbles,$3.97 ,supplies
Walmart,1/22/2022,body wash,$6.97 ,hygiene
Walmart,1/22/2022,mouthwash,$6.76 ,hygiene
Walmart,1/22/2022,phone car mount,$17.24 ,transportation
Walmart,1/22/2022,bread,$3.12 ,bread
Walmart,1/22/2022,bagels,$3.48 ,breakfast
Walmart,1/22/2022,bagels,$3.48 ,breakfast
Walmart,1/22/2022,greens,$3.28 ,produce
Walmart,1/22/2022,tax,$3.24 ,misc
Walmart,1/22/2022,tax,$2.40 ,misc
Aldi,1/22/2022,cream cheese,$1.45 ,dairy
Aldi,1/22/2022,pepper jack,$1.45 ,dairy
Aldi,1/22/2022,ice cream,$4.49 ,dairy
Aldi,1/22/2022,cheddar,$1.45 ,dairy
Aldi,1/22/2022,almond milk,$1.79 ,dairy
Aldi,1/22/2022,hard cider,$19.25 ,alcohol
Aldi,1/22/2022,hard cider,$19.25 ,alcohol
Aldi,1/22/2022,eggs,$0.58 ,produce
Aldi,1/22/2022,tomatoes,$2.49 ,produce
Aldi,1/22/2022,blackberries,$1.49 ,produce
Aldi,1/22/2022,blueberries,$2.79 ,produce
Aldi,1/22/2022,avocados,$3.19 ,produce
Aldi,1/22/2022,tax,$2.31 ,misc
Aldi,1/22/2022,tax,$0.53 ,misc
Chickfila,1/22/2022,lunch,$13.93 ,restaurant
ASU,1/25/2022,tuition,"$4,500.00 ",education
Sonic,1/26/2022,lunch,$13.07 ,restaurant
Walmart,1/28/2022,eczema ointment,$69.71 ,health
Adidas,1/29/2022,shoes,$63.30 ,clothes
Sheetz,1/29/2022,gas,$37.34 ,transportation
Walmart,1/31/2022,card,$5.27 ,entertainment
CUNY SPS,2/1/2022,tuition ans fees,"$1,587.50 ",education
Sedona,2/1/2022,dinner and drinks,$67.80 ,restaurant
Sedona,2/1/2022,tax,$4.06 ,misc
Sedona,2/1/2022,tip,$15.00 ,restaurant
Village Cafe,2/2/2022,dinner and drinks,$46.40 ,restaurant
Village Cafe,2/2/2022,tax,$6.26 ,misc
Village Cafe,2/2/2022,tip,$15.00 ,restaurant
Penske,2/3/2022,truck rental,$651.39 ,transportation
Sheetz,2/4/2022,gas,$21.18 ,transportation
Sheetz,2/4/2022,gas,$50.00 ,transportation
The Glade,2/4/2022,security deposit and amenity fee,$800.00 ,rent
The Glade,2/4/2022,1st month's rent,"$1,174.29 ",rent
Go-Mart,2/4/2022,gas,$10.03 ,transportation
Go-Mart,2/4/2022,gas,$50.00 ,transportation
Go-Mart,2/4/2022,gas,$10.00 ,transportation
Go-Mart,2/4/2022,gas,$6.00 ,transportation
Speedway,2/4/2022,gas,$39.10 ,transportation
Chickfila,2/4/2022,dinner,$10.00 ,restaurant
Hilton Garden Inn,2/5/2022,breakfast,$18.90 ,restaurant
Speedway,2/5/2022,gas,$88.50 ,transportation
Marathon,2/5/2022,gas,$21.07 ,transportation
Marathon,2/5/2022,gas,$68.00 ,transportation
Dunkin,2/5/2022,coffee and hot chocolate,$6.18 ,restaurant
Hoosier Market,2/5/2022,sub,$4.48 ,restaurant
BP,2/5/2022,gas,$22.91 ,transportation
BP,2/5/2022,gas,$72.00 ,transportation
USPS,2/6/2022,change of address,$1.10 ,misc
Mr. Splash,2/6/2022,car wash,$10.00 ,transportation
Walmart,2/6/2022,paper towels,$4.92 ,grocery
Walmart,2/6/2022,laundry detergent,$11.97 ,hygiene
Walmart,2/6/2022,bleach,$2.53 ,hygiene
Walmart,2/6/2022,hand soap,$0.82 ,hygiene
Walmart,2/6/2022,toilet brush,$4.56 ,supplies
Walmart,2/6/2022,napkins,$1.68 ,grocery
Walmart,2/6/2022,soap dish,$2.47 ,improvement
Walmart,2/6/2022,scrub mitt,$2.97 ,supplies
Walmart,2/6/2022,dish soap,$0.97 ,hygiene
Walmart,2/6/2022,plunger,$3.78 ,supplies
Walmart,2/6/2022,command hooks,$8.28 ,improvement
Walmart,2/6/2022,curtains,$17.58 ,improvement
Walmart,2/6/2022,hangers,$2.98 ,improvement
Walmart,2/6/2022,bread,$1.43 ,bread
Walmart,2/6/2022,bagels,$3.48 ,breakfast
Walmart,2/6/2022,bagels,$3.48 ,breakfast
Walmart,2/6/2022,greens,$2.98 ,produce
Walmart,2/6/2022,tomatoes,$3.60 ,produce
Walmart,2/6/2022,onions,$4.23 ,produce
Walmart,2/6/2022,muenster,$1.84 ,dairy
Walmart,2/6/2022,cream cheese,$3.48 ,dairy
Walmart,2/6/2022,cream cheese,$3.48 ,dairy
Walmart,2/6/2022,ice cream,$3.84 ,dairy
Walmart,2/6/2022,jam,$4.24 ,condiments
Walmart,2/6/2022,coffee,$9.98 ,breakfast
Walmart,2/6/2022,aluminum foil,$4.68 ,grocery
Walmart,2/6/2022,english muffins,$2.68 ,breakfast
Walmart,2/6/2022,blackberries,$2.48 ,produce
Walmart,2/6/2022,almond milk,$2.78 ,dairy
Walmart,2/6/2022,creamer,$3.68 ,dairy
Walmart,2/6/2022,eggs,$3.18 ,produce
Walmart,2/6/2022,brita filter,$24.88 ,grocery
Walmart,2/6/2022,broom,$10.77 ,supplies
Walmart,2/6/2022,curtain rod,$10.98 ,improvement
Walmart,2/6/2022,toilet paper,$18.77 ,hygiene
Walmart,2/6/2022,tax,$7.46 ,misc
Walmart,2/6/2022,brut,$6.98 ,alcohol
Walmart,2/6/2022,brut extra dry,$6.98 ,alcohol
Walmart,2/6/2022,tax,$0.77 ,misc
Amazon,2/7/2022,shower curtain liner,$12.99 ,improvement
Amazon,2/7/2022,tax,$0.71 ,improvement
Amazon,2/7/2022,gift card,($13.70),improvement
Walmart,2/8/2022,return laundry detergent,($12.63),hygiene
Walmart,2/8/2022,bell pepper,$0.86 ,produce
Walmart,2/8/2022,bell peppers,$3.37 ,produce
Walmart,2/8/2022,bread crumbs,$0.88 ,bread
Walmart,2/8/2022,bread crumbs,$0.88 ,bread
Walmart,2/8/2022,hot sauce,$4.98 ,condiments
Walmart,2/8/2022,hot cocoa,$5.84 ,snacks
Walmart,2/8/2022,syrup,$1.88 ,condiments
Walmart,2/8/2022,soy sauce,$1.48 ,condiments
Walmart,2/8/2022,mustard,$1.00 ,condiments
Walmart,2/8/2022,ketchup,$0.88 ,condiments
Walmart,2/8/2022,salsa,$1.56 ,condiments
Walmart,2/8/2022,parmesan,$2.67 ,dairy
Walmart,2/8/2022,salt and pepper,$1.84 ,condiments
Walmart,2/8/2022,tomato sauce,$1.98 ,condiments
Walmart,2/8/2022,tomato sauce,$1.98 ,condiments
Walmart,2/8/2022,tomato sauce,$4.98 ,condiments
Walmart,2/8/2022,olive oil,$11.24 ,condiments
Walmart,2/8/2022,laundry detergent,$11.97 ,hygiene
Walmart,2/8/2022,tax,$0.66 ,misc
Amazon,2/10/2022,shower curtain,$22.99 ,improvement
Amazon,2/10/2022,tax,$1.26 ,misc
Amazon,2/10/2022,bath mat,$29.99 ,improvement
Amazon,2/10/2022,tax,$1.65 ,misc
The Sugar Exchange,2/12/2022,candy,$41.08 ,snacks
The Sugar Exchange,2/12/2022,tax,$2.26 ,misc
The Sugar Exchange,2/12/2022,tip,$8.22 ,snacks
Aldi,2/12/2022,potatoes,$3.29 ,produce
Aldi,2/12/2022,carrots,$1.89 ,produce
Aldi,2/12/2022,avocados,$3.19 ,produce
Aldi,2/12/2022,crackers,$3.45 ,snacks
Aldi,2/12/2022,greens,$2.79 ,produce
Aldi,2/12/2022,honey,$3.89 ,produce
Aldi,2/12/2022,strawberries,$1.99 ,produce
Aldi,2/12/2022,bell peppers,$3.19 ,produce
Aldi,2/12/2022,mushrooms,$1.99 ,produce
Aldi,2/12/2022,blueberries,$2.89 ,produce
Aldi,2/12/2022,tomatoes,$2.89 ,produce
Aldi,2/12/2022,buns,$0.89 ,bread
Aldi,2/12/2022,bananas,$0.75 ,produce
Aldi,2/12/2022,chardonnay,$2.95 ,alcohol
Aldi,2/12/2022,cheddar,$3.89 ,dairy
Aldi,2/12/2022,cranberry cheddar,$2.99 ,dairy
Aldi,2/12/2022,brie,$3.49 ,dairy
Aldi,2/12/2022,english cheddar,$4.29 ,dairy
Aldi,2/12/2022,tax,$0.16 ,misc
Home Depot,2/12/2022,arugula seeds,$1.69 ,produce
Home Depot,2/12/2022,spinach seeds,$1.98 ,produce
Home Depot,2/12/2022,cilantro seeds,$1.69 ,produce
Home Depot,2/12/2022,lettuce seeds,$1.69 ,produce
Home Depot,2/12/2022,basil seeds,$1.69 ,produce
Home Depot,2/12/2022,onion seeds,$1.69 ,produce
Home Depot,2/12/2022,planter saucer,$0.48 ,improvement
Home Depot,2/12/2022,fern,$6.00 ,improvement
Home Depot,2/12/2022,nuts,$0.18 ,improvement
Home Depot,2/12/2022,bolts,$0.36 ,improvement
Home Depot,2/12/2022,washers,$0.32 ,improvement
Home Depot,2/12/2022,tax,$0.98 ,misc
Michaels,2/14/2022,standing desk,$232.08 ,improvement
USPS,2/19/2022,change of address,$1.10 ,misc
Sam's Club,2/20/2022,garden pot,$24.98 ,improvement
Sam's Club,2/20/2022,miracle gro,$7.48 ,improvement
Sam's Club,2/20/2022,crunchy granola bars,$13.58 ,snacks
Sam's Club,2/20/2022,sandwich crackers,$9.74 ,snacks
Sam's Club,2/20/2022,trail mix,$12.48 ,snacks
Sam's Club,2/20/2022,flour,$9.46 ,grains
Sam's Club,2/20/2022,corn,$6.78 ,canned
Sam's Club,2/20/2022,rotel,$5.48 ,canned
Sam's Club,2/20/2022,olives,$9.98 ,canned
Sam's Club,2/20/2022,marinara sauce 3 pk,$7.62 ,condiments
Sam's Club,2/20/2022,parmesan,$7.48 ,dairy
Sam's Club,2/20/2022,granola bars,$8.76 ,snacks
Sam's Club,2/20/2022,oats 2 pk,$9.38 ,breakfast
Sam's Club,2/20/2022,peanut butter 2 pk,$9.77 ,condiments
Sam's Club,2/20/2022,tortillas 2 pk,$5.38 ,bread
Sam's Club,2/20/2022,tortillas 2 pk,$6.88 ,bread
Sam's Club,2/20/2022,cart,$39.98 ,improvement
Sam's Club,2/20/2022,bath mat,$11.98 ,improvement
Sam's Club,2/20/2022,discount,($3.00),snacks
Sam's Club,2/20/2022,tax,$5.33 ,misc
Home Goods,2/20/2022,candle,$6.00 ,improvement
Home Goods,2/20/2022,candle,$11.00 ,improvement
Home Goods,2/20/2022,throw pillow,$24.99 ,improvement
Home Goods,2/20/2022,throw pillow,$15.00 ,improvement
Home Goods,2/20/2022,tax,$3.13 ,misc
Home Goods,2/20/2022,Visa gift card,($20.00),improvement
Coldstone Creamery,2/20/2022,ice cream,$6.79 ,restaurant
Coldstone Creamery,2/20/2022,tax,$0.37 ,misc
Coldstone Creamery,2/20/2022,tip,$1.00 ,restaurant
Aldi,2/20/2022,green bell peppers,$1.99 ,produce
Aldi,2/20/2022,oat milk,$2.99 ,dairy
Aldi,2/20/2022,cheddar,$1.85 ,dairy
Aldi,2/20/2022,mozzarella,$1.85 ,dairy
Aldi,2/20/2022,mozzarella,$1.85 ,dairy
Aldi,2/20/2022,italian dressing,$1.45 ,condiments
Aldi,2/20/2022,mixed greens,$2.89 ,produce
Aldi,2/20/2022,eggs,$2.25 ,produce
Aldi,2/20/2022,apples,$3.49 ,produce
Aldi,2/20/2022,bagels,$1.49 ,breakfast
Aldi,2/20/2022,bagels,$1.49 ,breakfast
Aldi,2/20/2022,bread,$1.85 ,bread
Aldi,2/20/2022,broccoli,$2.65 ,produce
Aldi,2/20/2022,sponges,$1.55 ,supplies
Aldi,2/20/2022,blackberries,$3.29 ,produce
Aldi,2/20/2022,wine,$2.95 ,alcohol
Aldi,2/20/2022,mushrooms,$1.79 ,produce
Aldi,2/20/2022,tax,$0.25 ,misc
DMV,2/24/2022,license fee,$34.68 ,misc
DMV,2/24/2022,license fee,$34.68 ,misc
AT&T,2/25/2022,internet,$60.22 ,utilities
DMV,2/25/2022,title and registration,$249.50 ,transportation
Humble Bundle,2/27/2022,games,$15.00 ,entertainment
Amazon,2/28/2022,yeast,$6.47 ,grocery
The Glade,3/1/2022,rent,"$1,370.00 ",rent
Virginia Physicians,3/1/2022,doctor's visit for eczema,$81.92 ,health
Lark,3/4/2022,dinner and drinks,$91.77 ,restaurant
Lark,3/4/2022,tip,$20.00 ,restaurant
Walmart,3/6/2022,tealights,$2.58 ,improvement
Walmart,3/6/2022,onions,$1.98 ,produce
